
—— fold 1/5 —————————————————————
[eval 00000]  loss = 0.844245
[eval 06320]  loss = 0.331295
[eval 06330]  loss = -5.303540
[eval 06340]  loss = -2.480874
[eval 06350]  loss = 4.047069
[eval 06360]  loss = -4.644095
[eval 06370]  loss = -2.731156
[eval 06380]  loss = -0.763982
[eval 06390]  loss = -3.008707
[eval 06400]  loss = -4.765951
[eval 06410]  loss = 2.534367
[eval 06420]  loss = -5.325730
[eval 06430]  loss = 0.456149
[eval 06440]  loss = 5.271072
[eval 06450]  loss = -4.708038
[eval 06460]  loss = 4.001911
[eval 06470]  loss = -1.807022
[eval 06480]  loss = -3.036854
[eval 06490]  loss = -4.380092
[eval 06500]  loss = 2.358464
[eval 06510]  loss = -5.176810
[eval 06520]  loss = -2.882568
[eval 06530]  loss = -3.175919
[eval 06540]  loss = -4.996838
[eval 06550]  loss = -3.532602
[eval 06560]  loss = -0.902025
[eval 06570]  loss = -1.103633
[eval 06580]  loss = -4.897292
[eval 06590]  loss = -2.144716
[eval 06600]  loss = -5.219587
[eval 06610]  loss = -0.537321
[eval 06620]  loss = -4.428594
[eval 06630]  loss = -5.218981
[eval 06640]  loss = 0.752637
[eval 06650]  loss = 3.572170
[eval 06660]  loss = 0.010562
[eval 06670]  loss = -3.719317
[eval 06680]  loss = 3.312096
[eval 06690]  loss = -5.215094
[eval 06700]  loss = -0.494208
[eval 06710]  loss = 3.299262
[eval 06720]  loss = -4.119884
[eval 06730]  loss = -2.250968
[eval 06740]  loss = -3.453425
[eval 06750]  loss = 0.849593
[eval 06760]  loss = -4.118551
[eval 06770]  loss = -2.386776
[eval 06780]  loss = -5.248579
[eval 06790]  loss = 3.462608
[eval 06800]  loss = 4.299521
[eval 06810]  loss = -5.161180
[eval 06820]  loss = -4.016080
[eval 06830]  loss = -5.205995
[eval 06840]  loss = -2.164229
[eval 06850]  loss = -4.845757
[eval 06860]  loss = 2.068946
[eval 06870]  loss = -5.264737
[eval 06880]  loss = 2.532366
[eval 06890]  loss = 0.127860
[eval 06900]  loss = -3.820187
[eval 06910]  loss = -1.401591
[eval 06920]  loss = -3.700062
[eval 06930]  loss = -0.195529
[eval 06940]  loss = -4.018818
[eval 06950]  loss = 2.308611
[eval 06960]  loss = -5.116569
[eval 06970]  loss = 2.404555
[eval 06980]  loss = 2.453267
[eval 06990]  loss = -4.924337
[eval 07000]  loss = -0.011516
[eval 07010]  loss = -3.990844
[eval 07020]  loss = -2.452143
[eval 07030]  loss = -4.126129
[eval 07040]  loss = -2.398441
[eval 07050]  loss = -5.277273
[eval 07060]  loss = 1.882286
[eval 07070]  loss = -5.029248
[eval 07080]  loss = -4.668849
[eval 07090]  loss = 1.983122
[eval 07100]  loss = -1.139198
[eval 07110]  loss = 1.724394
[eval 07120]  loss = -4.165510
[eval 07130]  loss = 0.749514
[eval 07140]  loss = -5.185846
[eval 07150]  loss = -2.409756
[eval 07160]  loss = 4.384786
[eval 07170]  loss = -4.133730
[eval 07180]  loss = -1.021392
[eval 07190]  loss = -4.693793
[eval 07200]  loss = 2.411016
[eval 07210]  loss = -4.305105
[eval 07220]  loss = 1.693585
[eval 07230]  loss = -5.148508
[eval 07240]  loss = -1.344317
[eval 07250]  loss = -4.345829
[eval 07260]  loss = -4.225056
[eval 07270]  loss = -3.023118
[eval 07280]  loss = -4.980138
[eval 07290]  loss = 0.260908
[eval 07300]  loss = -4.414230
[eval 07310]  loss = 0.602769
[eval 07320]  loss = -5.259788
[eval 07330]  loss = 0.057079
[eval 07340]  loss = -5.023880
[eval 07350]  loss = -4.033508
[eval 07360]  loss = 3.896176
[eval 07370]  loss = -5.128334
[eval 07380]  loss = 2.157651
[eval 07390]  loss = -4.876303
[eval 07400]  loss = 1.387373
[eval 07410]  loss = -5.212166
[eval 07420]  loss = 3.751757
[eval 07430]  loss = -4.753952
[eval 07440]  loss = -3.951935
[eval 07450]  loss = -1.905851
[eval 07460]  loss = -3.184579
[eval 07470]  loss = -2.428079
[eval 07480]  loss = -3.655355
[eval 07490]  loss = 1.346528
[eval 07500]  loss = -5.208419
[eval 07510]  loss = -2.027808
[eval 07520]  loss = 5.013096
[eval 07530]  loss = -4.200301
[eval 07540]  loss = -1.274048
[eval 07550]  loss = 3.912279
[eval 07560]  loss = -0.469163
[eval 07570]  loss = -5.274246
[eval 07580]  loss = -2.477192
[eval 07590]  loss = -5.256126
[eval 07600]  loss = -0.511368
[eval 07610]  loss = -5.242174
[eval 07620]  loss = -3.865560
[eval 07630]  loss = -1.710766
[eval 07640]  loss = 4.112926
[eval 07650]  loss = 1.467805
[eval 07660]  loss = -3.675239
[eval 07670]  loss = -3.569583
[eval 07680]  loss = -5.196112
[eval 07690]  loss = -2.101867
[eval 07700]  loss = -0.081084
[eval 07710]  loss = -3.997494
[eval 07720]  loss = -3.014713
[eval 07730]  loss = 2.136968
[eval 07740]  loss = 1.054323
[eval 07750]  loss = -3.942300
[eval 07760]  loss = 3.217152
[eval 07770]  loss = -5.268741
[eval 07780]  loss = 0.430797
[eval 07790]  loss = -4.312217
[eval 07800]  loss = -5.341369
[eval 07810]  loss = 4.276068
[eval 07820]  loss = -4.889308
[eval 07830]  loss = -2.613523
[eval 07840]  loss = -4.814505
[eval 07850]  loss = 0.159876
[eval 07860]  loss = -5.222887
[eval 07870]  loss = 1.655615
[eval 07880]  loss = -4.759142
[eval 07890]  loss = -5.203832
[eval 07900]  loss = 0.417423
[eval 07910]  loss = 3.915124
[eval 07920]  loss = -2.483924
[eval 07930]  loss = -4.256033
[eval 07940]  loss = -1.040262
[eval 07950]  loss = -5.251575
[eval 07960]  loss = -0.859098
[eval 07970]  loss = -4.635190
[eval 07980]  loss = -5.153286
[eval 07990]  loss = 2.544570
[eval 08000]  loss = 1.087332
[eval 08010]  loss = 1.424042
[eval 08020]  loss = -4.595735
[eval 08030]  loss = -0.893574
[eval 08040]  loss = -5.294715
[eval 08050]  loss = 1.635720
[eval 08060]  loss = -1.899075
[eval 08070]  loss = -5.167010
[eval 08080]  loss = -2.745178
[eval 08090]  loss = -0.122126
[eval 08100]  loss = 0.052402
[eval 08110]  loss = -3.970833
[eval 08120]  loss = -0.551273
[eval 08130]  loss = -5.321153
[eval 08140]  loss = 3.002722
[eval 08150]  loss = -4.672725
[eval 08160]  loss = -5.071045
[eval 08170]  loss = 0.795927
[eval 08180]  loss = 4.059515
[eval 08190]  loss = 4.262739
[eval 08200]  loss = -4.038034
[eval 08210]  loss = -1.069198
[eval 08220]  loss = -5.266823
[eval 08230]  loss = 4.125127
[eval 08240]  loss = -4.733557
[eval 08250]  loss = -4.450253
[eval 08260]  loss = -0.095411
[eval 08270]  loss = 2.117031
[eval 08280]  loss = -0.537757
[eval 08290]  loss = -4.027927
[eval 08300]  loss = 2.970059
[eval 08310]  loss = -5.320129
[eval 08320]  loss = -1.278374
[eval 08330]  loss = -3.494157
[eval 08340]  loss = -4.375710
[eval 08350]  loss = 0.430069
[eval 08360]  loss = 3.369134
[eval 08370]  loss = 2.928383
[eval 08380]  loss = -4.409135
[eval 08390]  loss = 1.866695
[eval 08400]  loss = -5.174647
[eval 08410]  loss = -3.588574
[eval 08420]  loss = -2.719239
[eval 08430]  loss = -5.311591
[eval 08440]  loss = -0.765979
[eval 08450]  loss = 2.372706
[eval 08460]  loss = 0.991018
[eval 08470]  loss = -3.578528
[eval 08480]  loss = 0.720178
[eval 08490]  loss = -5.136496
[eval 08500]  loss = -1.522303
[eval 08510]  loss = 2.283845
[eval 08520]  loss = -3.909209
[eval 08530]  loss = -2.528632
[eval 08540]  loss = -0.528964
[eval 08550]  loss = 2.137234
[eval 08560]  loss = -5.150042
[eval 08570]  loss = -0.600176
[eval 08580]  loss = -5.233764
[eval 08590]  loss = 1.682664
[eval 08600]  loss = 1.646581
[eval 08610]  loss = -4.028215
[eval 08620]  loss = 2.185850
[eval 08630]  loss = 4.900103
[eval 08640]  loss = -1.074482
[eval 08650]  loss = -4.311492
[eval 08660]  loss = -0.132729
[eval 08670]  loss = -5.278760
[eval 08680]  loss = -2.672441
[eval 08690]  loss = -0.715009
[eval 08700]  loss = -4.951694
[eval 08710]  loss = 3.044738
[eval 08720]  loss = -3.816841
[eval 08730]  loss = -0.704230
[eval 08740]  loss = -3.730292
[eval 08750]  loss = 1.913823
[eval 08760]  loss = -5.351277
[eval 08770]  loss = -1.287767
[eval 08780]  loss = -3.533302
[eval 08790]  loss = -4.233945
[eval 08800]  loss = -2.018982
[eval 08810]  loss = -0.737251
[eval 08820]  loss = -2.306014
[eval 08830]  loss = -3.604213
[eval 08840]  loss = -0.714262
[eval 08850]  loss = -5.185067
[eval 08860]  loss = 2.248506
[eval 08870]  loss = -2.786293
[eval 08880]  loss = -3.996517
[eval 08890]  loss = -2.495276
[eval 08900]  loss = -5.063674
[eval 08910]  loss = 2.367831
[eval 08920]  loss = -4.441548
[eval 08930]  loss = -3.318105
[eval 08940]  loss = -5.212265
[eval 08950]  loss = -3.220853
[eval 08960]  loss = 4.189419
[eval 08970]  loss = -4.702376
[eval 08980]  loss = -0.762663
[eval 08990]  loss = 4.227525
[eval 09000]  loss = -0.670064
[eval 09010]  loss = -5.104311
[eval 09020]  loss = -1.235334
[eval 09030]  loss = -5.270603
[eval 09040]  loss = -2.401981
[eval 09050]  loss = 4.123492
[eval 09060]  loss = -3.936815
[eval 09070]  loss = -2.137087
[eval 09080]  loss = -5.098641
[eval 09090]  loss = 1.626492
[eval 09100]  loss = -4.046415
[eval 09110]  loss = 1.271049
[eval 09120]  loss = -5.307184
[eval 09130]  loss = 2.529299
[eval 09140]  loss = -5.281580
[eval 09150]  loss = -5.364851
[eval 09160]  loss = 1.961573
[eval 09170]  loss = 4.889988
[eval 09180]  loss = 4.041749
[eval 09190]  loss = -4.816603
[eval 09200]  loss = -2.520130
[eval 09210]  loss = -5.265862
[eval 09220]  loss = 1.462066
[eval 09230]  loss = 4.933545
[eval 09240]  loss = -4.083068
[eval 09250]  loss = 2.791500
[eval 09260]  loss = 4.646286
[eval 09270]  loss = -1.201518
[eval 09280]  loss = -3.853358
[eval 09290]  loss = -1.775033
[eval 09300]  loss = -5.301726
[eval 09310]  loss = 2.639828
[eval 09320]  loss = 3.021870
[eval 09330]  loss = -4.020593
[eval 09340]  loss = -2.745176
[eval 09350]  loss = -4.835926
[eval 09360]  loss = 1.238979
[eval 09370]  loss = -4.431062
[eval 09380]  loss = -0.527356
[eval 09390]  loss = -5.297552
[eval 09400]  loss = -1.594814
[eval 09410]  loss = -4.312979
[eval 09420]  loss = -4.116411
[eval 09430]  loss = -2.987084
[eval 09440]  loss = 4.603960
[eval 09450]  loss = 0.412590
[eval 09460]  loss = -4.233890
[eval 09470]  loss = 2.813494
[eval 09480]  loss = -5.308707
[eval 09490]  loss = -1.153919
[eval 09500]  loss = 3.076151
[eval 09510]  loss = -5.329296
[eval 09520]  loss = 2.173509
[eval 09530]  loss = -5.198248
[eval 09540]  loss = -1.477085
[eval 09550]  loss = -3.623584
[eval 09560]  loss = -3.789372
[eval 09570]  loss = -5.284204
[eval 09580]  loss = 1.208421
[eval 09590]  loss = 0.663001
[eval 09600]  loss = -4.010438
[eval 09610]  loss = -0.907064
[eval 09620]  loss = 4.729803
[eval 09630]  loss = 0.806299
[eval 09640]  loss = -4.161535
[eval 09650]  loss = 0.484089
[eval 09660]  loss = -5.242042
[eval 09670]  loss = -3.245539
[eval 09680]  loss = 1.604641
[eval 09690]  loss = -4.070451
[eval 09700]  loss = -3.160326
[eval 09710]  loss = 4.550127
[eval 09720]  loss = 1.435678
[eval 09730]  loss = -5.220026
[eval 09740]  loss = 1.567170
[eval 09750]  loss = -5.201929
[eval 09760]  loss = 0.489065
[eval 09770]  loss = -5.167747
[eval 09780]  loss = -4.066516
[eval 09790]  loss = 1.991823
[eval 09800]  loss = 0.149887
[eval 09810]  loss = 1.552371
[eval 09820]  loss = -3.983892
[eval 09830]  loss = 2.068493
[eval 09840]  loss = -5.322706
[eval 09850]  loss = -0.588257
[eval 09860]  loss = -3.423071
[eval 09870]  loss = -4.183211
[eval 09880]  loss = -0.968766
[eval 09890]  loss = -4.920430
[eval 09900]  loss = 2.972400
[eval 09910]  loss = -4.140315
[eval 09920]  loss = -3.835593
[eval 09930]  loss = -5.169871
[eval 09940]  loss = -1.587782
[eval 09950]  loss = 5.027504
[eval 09960]  loss = -5.193766
[eval 09970]  loss = 1.394673
[eval 09980]  loss = 3.735794
[eval 09990]  loss = -0.563493
accuracy = 0.610
confusion matrix:
[[140  60]
 [ 95 105]]
              precision    recall  f1-score   support

           0      0.596     0.700     0.644       200
           1      0.636     0.525     0.575       200

    accuracy                          0.613       400
   macro avg      0.616     0.613     0.610       400
weighted avg      0.616     0.613     0.610       400


—— fold 3/5 —————————————————————
[eval 00000]  loss = -0.251121
[eval 00010]  loss = 0.099319
[eval 00020]  loss = -3.977086
[eval 00030]  loss = 3.842286
[eval 00040]  loss = 1.853086
[eval 00050]  loss = 0.572458
[eval 00060]  loss = 0.573884
[eval 00070]  loss = -0.085411
[eval 00080]  loss = -1.827632
[eval 00090]  loss = -3.036284
[eval 00100]  loss = -2.051452
[eval 00110]  loss = -4.275905
[eval 00120]  loss = -3.556664
[eval 00130]  loss = -4.406527
[eval 00140]  loss = 3.005059
[eval 00150]  loss = -1.656989
[eval 00160]  loss = -0.594502
[eval 00170]  loss = -2.409739
[eval 00180]  loss = 0.592680
[eval 00190]  loss = 0.287376
[eval 00200]  loss = -2.671157
[eval 00210]  loss = 1.739915
[eval 00220]  loss = -2.040106
[eval 00230]  loss = -1.080510
[eval 00240]  loss = -0.006085
[eval 00250]  loss = 0.657811
[eval 00260]  loss = -0.443014
[eval 00270]  loss = -1.801009
[eval 00280]  loss = -0.207681
[eval 00290]  loss = 1.187432
[eval 00300]  loss = 1.203069
[eval 00310]  loss = -2.449110
[eval 00320]  loss = -1.485615
[eval 00330]  loss = -1.373018
[eval 00340]  loss = -1.313679
[eval 00350]  loss = 2.761296
[eval 00360]  loss = 1.023611
[eval 00370]  loss = -4.284661
[eval 00380]  loss = 2.177957
[eval 00390]  loss = 3.448489
[eval 00400]  loss = -2.863944
[eval 00410]  loss = 0.865486
[eval 00420]  loss = -3.244033
[eval 00430]  loss = 2.929498
[eval 00440]  loss = -2.499650
[eval 00450]  loss = 1.752340
[eval 00460]  loss = -1.744579
[eval 00470]  loss = 2.427900
[eval 00480]  loss = 1.109523
[eval 00490]  loss = -3.933256
[eval 00500]  loss = 0.934605
[eval 00510]  loss = -2.727819
[eval 00520]  loss = -3.963671
[eval 00530]  loss = -4.027398
[eval 00540]  loss = 0.604709
[eval 00550]  loss = -3.945328
[eval 00560]  loss = -0.014482
[eval 00570]  loss = -3.343263
[eval 00580]  loss = -4.294310
[eval 00590]  loss = -4.330607
[eval 00600]  loss = 1.967402
[eval 00610]  loss = 0.641516
[eval 00620]  loss = -4.510402
[eval 00630]  loss = -3.563189
[eval 00640]  loss = -1.324485
[eval 00650]  loss = 1.406833
[eval 00660]  loss = -4.220798
[eval 00670]  loss = -0.250217
[eval 00680]  loss = 3.304142
[eval 00690]  loss = -4.303659
[eval 00700]  loss = 0.605492
[eval 00710]  loss = -4.382988
[eval 00720]  loss = -4.432041
[eval 00730]  loss = -0.050280
[eval 00740]  loss = -1.127511
[eval 00750]  loss = 0.398891
[eval 00760]  loss = -4.190131
[eval 00770]  loss = -1.615853
[eval 00780]  loss = -1.310700
[eval 00790]  loss = -5.035186
[eval 00800]  loss = -4.563812
[eval 00810]  loss = 0.706192
[eval 00820]  loss = 2.205775
[eval 00830]  loss = -5.079392
[eval 00840]  loss = 0.791901
[eval 00850]  loss = -5.020901
[eval 00860]  loss = 0.445223
[eval 00870]  loss = -4.555622
[eval 00880]  loss = -1.805716
[eval 00890]  loss = 3.402597
[eval 00900]  loss = -4.863646
[eval 00910]  loss = -4.266568
[eval 00920]  loss = 2.651687
[eval 00930]  loss = 0.264116
[eval 00940]  loss = -5.073952
[eval 00950]  loss = -1.108017
[eval 00960]  loss = -4.823042
[eval 00970]  loss = -2.579124
[eval 00980]  loss = -4.846159
[eval 00990]  loss = -4.467247
[eval 01000]  loss = 1.908100
[eval 01010]  loss = -2.459458
[eval 01020]  loss = 2.078600
[eval 01030]  loss = -4.157386
[eval 01040]  loss = 0.412062
[eval 01050]  loss = -4.526787
[eval 01060]  loss = 0.806256
[eval 01070]  loss = 3.553264
[eval 01080]  loss = -4.307158
[eval 01090]  loss = -2.517886
[eval 01100]  loss = -0.183894
[eval 01110]  loss = -1.331411
[eval 01120]  loss = -4.765403
[eval 01130]  loss = -1.447910
[eval 01140]  loss = -4.732256
[eval 01150]  loss = -1.284600
[eval 01160]  loss = -4.734111
[eval 01170]  loss = -4.912428
[eval 01180]  loss = -0.518307
[eval 01190]  loss = 0.535637
[eval 01200]  loss = 1.387898
[eval 01210]  loss = -4.238079
[eval 01220]  loss = -2.956964
[eval 01230]  loss = -4.923747
[eval 01240]  loss = 3.669841
[eval 01250]  loss = -2.672067
[eval 01260]  loss = -4.174340
[eval 01270]  loss = -0.354733
[eval 01280]  loss = -0.478079
[eval 01290]  loss = 2.497490
[eval 01300]  loss = -3.687721
[eval 01310]  loss = -0.533252
[eval 01320]  loss = -4.863668
[eval 01330]  loss = 0.523552
[eval 01340]  loss = 4.251097
[eval 01350]  loss = -3.904019
[eval 01360]  loss = -2.082327
[eval 01370]  loss = 0.995754
[eval 01380]  loss = 0.704369
[eval 01390]  loss = -3.425870
[eval 01400]  loss = 2.114176
[eval 01410]  loss = -4.924572
[eval 01420]  loss = -2.683691
[eval 01430]  loss = 3.635929
[eval 01440]  loss = -3.110153
[eval 01450]  loss = 4.500286
[eval 01460]  loss = 1.713891
[eval 01470]  loss = 1.025691
[eval 01480]  loss = -3.976341
[eval 01490]  loss = -0.530232
[eval 01500]  loss = -4.870913
[eval 01510]  loss = -0.132682
[eval 01520]  loss = 4.452232
[eval 01530]  loss = -2.985235
[eval 01540]  loss = 2.140777
[eval 01550]  loss = 4.172704
[eval 01560]  loss = 1.174004
[eval 01570]  loss = -4.486687
[eval 01580]  loss = -0.597951
[eval 01590]  loss = -4.981422
[eval 01600]  loss = -2.699430
[eval 01610]  loss = -3.952868
[eval 01620]  loss = -3.154435
[eval 01630]  loss = 1.018580
[eval 01640]  loss = -3.213014
[eval 01650]  loss = 1.955092
[eval 01660]  loss = -4.751023
[eval 01670]  loss = 2.751872
[eval 01680]  loss = -4.992550
[eval 01690]  loss = 1.838272
[eval 01700]  loss = 2.881377
[eval 01710]  loss = -2.953320
[eval 01720]  loss = -2.704539
[eval 01730]  loss = -3.564309
[eval 01740]  loss = 2.879660
[eval 01750]  loss = -4.163316
[eval 01760]  loss = -2.678118
[eval 01770]  loss = -5.036804
[eval 01780]  loss = 2.656305
[eval 01790]  loss = -3.814957
[eval 01800]  loss = -3.955484
[eval 01810]  loss = -3.296866
[eval 01820]  loss = 4.532167
[eval 01830]  loss = -1.152268
[eval 01840]  loss = -4.937364
[eval 01850]  loss = -3.402230
[eval 01860]  loss = -4.978096
[eval 01870]  loss = 0.755473
[eval 01880]  loss = 0.927042
[eval 01890]  loss = -4.900344
[eval 01900]  loss = -2.136146
[eval 01910]  loss = 2.396817
[eval 01920]  loss = 1.987405
[eval 01930]  loss = -4.930404
[eval 01940]  loss = -1.404241
[eval 01950]  loss = -4.893341
[eval 01960]  loss = 0.423245
[eval 01970]  loss = -4.029097
[eval 01980]  loss = -4.900005
[eval 01990]  loss = -1.403671
[eval 02000]  loss = -3.491852
[eval 02010]  loss = -1.989538
[eval 02020]  loss = -2.915465
[eval 02030]  loss = 2.623774
[eval 02040]  loss = -5.056861
[eval 02050]  loss = 2.245376
[eval 02060]  loss = -4.066780
[eval 02070]  loss = -4.237205
[eval 02080]  loss = -0.718376
[eval 02090]  loss = -2.773191
[eval 02100]  loss = 1.198225
[eval 02110]  loss = -4.143320
[eval 02120]  loss = 0.482053
[eval 02130]  loss = -4.999944
[eval 02140]  loss = 2.753973
[eval 02150]  loss = 4.947396
[eval 02160]  loss = -4.987452
[eval 02170]  loss = 0.059364
[eval 02180]  loss = -4.593173
[eval 02190]  loss = 2.726320
[eval 02200]  loss = -2.694106
[eval 02210]  loss = -1.084727
[eval 02220]  loss = -5.042082
[eval 02230]  loss = -0.009257
[eval 02240]  loss = 4.652496
[eval 02250]  loss = -4.018956
[eval 02260]  loss = 3.793936
[eval 02270]  loss = 0.949482
[eval 02280]  loss = -2.841487
[eval 02290]  loss = -3.096674
[eval 02300]  loss = -0.950935
[eval 02310]  loss = -5.086726
[eval 02320]  loss = -1.774366
[eval 02330]  loss = -0.102981
[eval 02340]  loss = -4.254582
[eval 02350]  loss = -2.491346
[eval 02360]  loss = -1.512541
[eval 02370]  loss = 1.568772
[eval 02380]  loss = -4.619243
[eval 02390]  loss = 1.860144
[eval 02400]  loss = -5.113131
[eval 02410]  loss = -0.016021
[eval 02420]  loss = 4.230268
[eval 02430]  loss = -4.055353
[eval 02440]  loss = -3.188551
[eval 02450]  loss = 4.152130
[eval 02460]  loss = -1.231793
[eval 02470]  loss = -3.169210
[eval 02480]  loss = -0.023970
[eval 02490]  loss = -5.046621
[eval 02500]  loss = -1.893865
[eval 02510]  loss = -0.574678
[eval 02520]  loss = -4.455753
[eval 02530]  loss = -1.886751
[eval 02540]  loss = -1.132537
[eval 02550]  loss = -1.897670
[eval 02560]  loss = -3.985264
[eval 02570]  loss = -2.970517
[eval 02580]  loss = -5.042818
[eval 02590]  loss = -0.031455
[eval 02600]  loss = 5.062221
[eval 02610]  loss = -3.297367
[eval 02620]  loss = -2.863482
[eval 02630]  loss = -2.141751
[eval 02640]  loss = -0.890422
[eval 02650]  loss = -4.123059
[eval 02660]  loss = 1.675500
[eval 02670]  loss = -4.999439
[eval 02680]  loss = 2.280878
[eval 02690]  loss = 3.461347
[eval 02700]  loss = -3.477377
[eval 02710]  loss = -2.005156
[eval 02720]  loss = 1.471123
[eval 02730]  loss = 0.442717
[eval 02740]  loss = -4.291316
[eval 02750]  loss = -1.315666
[eval 02760]  loss = -5.085847
[eval 02770]  loss = 1.586647
[eval 02780]  loss = -0.743555
[eval 02790]  loss = -4.363205
[eval 02800]  loss = -0.976426
[eval 02810]  loss = 4.645871
[eval 02820]  loss = 1.579261
[eval 02830]  loss = -4.344685
[eval 02840]  loss = 2.802124
[eval 02850]  loss = -5.034365
[eval 02860]  loss = -4.926428
[eval 02870]  loss = 3.805333
[eval 02880]  loss = 2.083440
[eval 02890]  loss = -3.552503
[eval 02900]  loss = -3.562370
[eval 02910]  loss = -1.776534
[eval 02920]  loss = 2.961946
[eval 02930]  loss = -4.029116
[eval 02940]  loss = 2.163123
[eval 02950]  loss = -4.988775
[eval 02960]  loss = 0.555547
[eval 02970]  loss = -4.856069
[eval 02980]  loss = -4.584942
[eval 02990]  loss = -0.070787
[eval 03000]  loss = 4.333982
[eval 03010]  loss = -1.399940
[eval 03020]  loss = -4.125684
[eval 03030]  loss = 2.493606
[eval 03040]  loss = -5.013382
[eval 03050]  loss = -0.409153
[eval 03060]  loss = 3.582931
[eval 03070]  loss = -3.839097
[eval 03080]  loss = -1.178486
[eval 03090]  loss = -2.307055
[eval 03100]  loss = -1.754590
[eval 03110]  loss = -4.151625
[eval 03120]  loss = -1.227592
[eval 03130]  loss = -5.009018
[eval 03140]  loss = 1.583364
[eval 03150]  loss = -0.661172
[eval 03160]  loss = -3.720705
[eval 03170]  loss = -0.114993
[eval 03180]  loss = 0.361417
[eval 03190]  loss = -0.559119
[eval 03200]  loss = -2.698904
[eval 03210]  loss = 1.326456
[eval 03220]  loss = -5.010110
[eval 03230]  loss = 0.066546
[eval 03240]  loss = 4.943152
[eval 03250]  loss = -4.851896
[eval 03260]  loss = 3.147411
[eval 03270]  loss = -0.005493
[eval 03280]  loss = 0.984614
[eval 03290]  loss = -3.783632
[eval 03300]  loss = -3.571861
[eval 03310]  loss = -4.972483
[eval 03320]  loss = 1.326033
[eval 03330]  loss = 1.227771
[eval 03340]  loss = -3.519365
[eval 03350]  loss = 0.102053
[eval 03360]  loss = -4.888719
[eval 03370]  loss = 0.590270
[eval 03380]  loss = -4.987965
[eval 03390]  loss = 2.841657
[eval 03400]  loss = -5.003297
[eval 03410]  loss = -0.815340
[eval 03420]  loss = 3.891749
[eval 03430]  loss = -3.260204
[eval 03440]  loss = -1.772667
[eval 03450]  loss = -1.957737
[eval 03460]  loss = 3.491402
[eval 03470]  loss = -4.761557
[eval 03480]  loss = 1.328402
[eval 03490]  loss = -5.026528
[eval 03500]  loss = 1.170444
[eval 03510]  loss = -3.902165
[eval 03520]  loss = -3.372401
[eval 03530]  loss = -1.000123
[eval 03540]  loss = -2.679993
[eval 03550]  loss = 0.871282
[eval 03560]  loss = -3.441077
[eval 03570]  loss = 2.070046
[eval 03580]  loss = -5.014601
[eval 03590]  loss = 3.715881
[eval 03600]  loss = 4.965998
[eval 03610]  loss = -3.463327
[eval 03620]  loss = 1.416111
[eval 03630]  loss = -4.027089
[eval 03640]  loss = 4.124659
[eval 03650]  loss = -3.984944
[eval 03660]  loss = 2.381115
[eval 03670]  loss = -5.110405
[eval 03680]  loss = 1.095437
[eval 03690]  loss = 3.805194
[eval 03700]  loss = -3.971586
[eval 03710]  loss = 1.657216
[eval 03720]  loss = 1.172946
[eval 03730]  loss = 0.042103
[eval 03740]  loss = -3.892681
[eval 03750]  loss = -1.481885
[eval 03760]  loss = -4.948112
[eval 03770]  loss = 2.992407
[eval 03780]  loss = 4.737188
[eval 03790]  loss = -3.906618
[eval 03800]  loss = 0.811108
[eval 03810]  loss = 4.204382
[eval 03820]  loss = -1.622953
[eval 03830]  loss = -3.964344
[eval 03840]  loss = 0.880647
[eval 03850]  loss = -5.001896
[eval 03860]  loss = -3.133684
[eval 03870]  loss = 0.909928
[eval 03880]  loss = -4.714934
[eval 03890]  loss = 2.024342
[eval 03900]  loss = -4.690605
[eval 03910]  loss = -0.242686
[eval 03920]  loss = -3.085168
[eval 03930]  loss = 3.265077
[eval 03940]  loss = -4.984131
[eval 03950]  loss = -1.608959
[eval 03960]  loss = 3.992720
[eval 03970]  loss = -5.003770
[eval 03980]  loss = -2.858482
[eval 03990]  loss = -3.399744
[eval 04000]  loss = -0.384696
[eval 04010]  loss = -3.860502
[eval 04020]  loss = -2.426152
[eval 04030]  loss = -5.021551
[eval 04040]  loss = -0.991448
[eval 04050]  loss = 3.985890
[eval 04060]  loss = -3.410499
[eval 04070]  loss = -0.979620
[eval 04080]  loss = 3.168044
[eval 04090]  loss = 1.752477
[eval 04100]  loss = -4.334486
[eval 04110]  loss = 0.890345
[eval 04120]  loss = -4.931296
[eval 04130]  loss = -1.393357
[eval 04140]  loss = -3.680059
[eval 04150]  loss = -4.982244
[eval 04160]  loss = -1.471114
[eval 04170]  loss = -4.901853
[eval 04180]  loss = 0.575774
[eval 04190]  loss = -4.993627
[eval 04200]  loss = 2.021577
[eval 04210]  loss = -4.930245
[eval 04220]  loss = -2.086626
[eval 04230]  loss = -3.253312
[eval 04240]  loss = -4.206122
[eval 04250]  loss = -1.680789
[eval 04260]  loss = 4.157223
[eval 04270]  loss = 3.621098
[eval 04280]  loss = -3.092042
[eval 04290]  loss = 2.386417
[eval 04300]  loss = -5.022890
[eval 04310]  loss = 2.449860
[eval 04320]  loss = -2.631536
[eval 04330]  loss = -4.962220
[eval 04340]  loss = -0.665019
[eval 04350]  loss = 2.482485
[eval 04360]  loss = 3.271491
[eval 04370]  loss = -3.386854
[eval 04380]  loss = -3.395653
[eval 04390]  loss = -5.016741
[eval 04400]  loss = -1.145210
[eval 04410]  loss = -3.833151
[eval 04420]  loss = -3.767089
[eval 04430]  loss = -0.514467
